id,CalendarEvent,Date,CalendarReference.id,CalendarReference.ref,CalendarReference.CalendarIdentity.CalendarCode,CalendarReference.CalendarIdentity.SchoolReference.id,CalendarReference.CalendarIdentity.SchoolReference.ref,CalendarReference.CalendarIdentity.SchoolReference.SchoolIdentity.SchoolId,CalendarReference.CalendarIdentity.SchoolYear
CLND_20170328Instructional day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,3/28/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170329Instructional day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,3/29/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170330Instructional day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,3/30/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170331Weather day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Weather day,3/31/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170403Weather day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Weather day,4/3/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170404Instructional day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,4/4/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170405Instructional day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,4/5/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170406Instructional day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,4/6/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170407Weather day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Weather day,4/7/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170410Weather day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Weather day,4/10/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170411Instructional day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,4/11/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170412Instructional day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,4/12/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170413Instructional day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,4/13/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170414Weather day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Weather day,4/14/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170417Teacher only day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,4/17/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170418Instructional day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,4/18/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170419Instructional day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,4/19/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170420Instructional day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,4/20/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170421Teacher only day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,4/21/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170424Teacher only day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,4/24/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170425Instructional day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,4/25/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170426Instructional day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,4/26/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170427Instructional day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,4/27/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170428Teacher only day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,4/28/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170501Teacher only day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,5/1/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170502Instructional day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,5/2/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170503Instructional day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,5/3/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170504Instructional day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,5/4/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170505Teacher only day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,5/5/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20170508Teacher only day_255901004,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,5/8/17 00:00,,,Calendar Code,,,255901004,2016-2017
CLND_20160822Weather day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Weather day,8/22/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160823Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,8/23/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160824Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,8/24/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160825Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,8/25/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160826Weather day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Weather day,8/26/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160829Weather day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Weather day,8/29/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160830Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,8/30/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160831Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,8/31/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160901Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,9/1/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160902Weather day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Weather day,9/2/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160905Holiday_255901005,uri://ed-fi.org/CalendarEventDescriptor#Holiday,9/5/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160906Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,9/6/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160907Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,9/7/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160908Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,9/8/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160909Weather day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Weather day,9/9/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160912Teacher only day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,9/12/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160913Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,9/13/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160914Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,9/14/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160915Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,9/15/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160916Teacher only day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,9/16/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160919Teacher only day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,9/19/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160920Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,9/20/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160921Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,9/21/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160922Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,9/22/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160923Teacher only day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,9/23/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160926Teacher only day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,9/26/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160927Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,9/27/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160928Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,9/28/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160929Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,9/29/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20160930Teacher only day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,9/30/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161003Weather day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Weather day,10/3/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161004Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,10/4/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161005Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,10/5/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161006Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,10/6/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161007Weather day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Weather day,10/7/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161010Weather day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Weather day,10/10/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161011Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,10/11/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161012Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,10/12/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161013Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,10/13/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161014Weather day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Weather day,10/14/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161017Weather day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Weather day,10/17/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161018Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,10/18/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161019Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,10/19/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161020Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,10/20/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161021Teacher only day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,10/21/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161024Teacher only day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,10/24/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161025Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,10/25/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161026Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,10/26/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161027Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,10/27/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161028Teacher only day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,10/28/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161031Teacher only day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,10/31/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161101Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,11/1/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161102Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,11/2/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161103Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,11/3/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161104Teacher only day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,11/4/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161107Teacher only day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,11/7/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161108Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,11/8/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161109Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,11/9/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161110Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,11/10/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161111Teacher only day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,11/11/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161114Weather day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Weather day,11/14/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161115Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,11/15/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161116Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,11/16/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161117Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,11/17/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161118Weather day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Weather day,11/18/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161121Weather day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Weather day,11/21/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161122Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,11/22/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161123Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,11/23/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161124Holiday_255901005,uri://ed-fi.org/CalendarEventDescriptor#Holiday,11/24/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161125Holiday_255901005,uri://ed-fi.org/CalendarEventDescriptor#Holiday,11/25/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161128Weather day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Weather day,11/28/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161129Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,11/29/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161130Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,11/30/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161201Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,12/1/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161202Weather day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Weather day,12/2/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161205Teacher only day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,12/5/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161206Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,12/6/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161207Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,12/7/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161208Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,12/8/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161209Teacher only day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,12/9/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161212Teacher only day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,12/12/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161213Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,12/13/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161214Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,12/14/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161215Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,12/15/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161216Teacher only day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,12/16/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161219Holiday_255901005,uri://ed-fi.org/CalendarEventDescriptor#Holiday,12/19/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161220Holiday_255901005,uri://ed-fi.org/CalendarEventDescriptor#Holiday,12/20/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161221Holiday_255901005,uri://ed-fi.org/CalendarEventDescriptor#Holiday,12/21/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161222Holiday_255901005,uri://ed-fi.org/CalendarEventDescriptor#Holiday,12/22/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161223Holiday_255901005,uri://ed-fi.org/CalendarEventDescriptor#Holiday,12/23/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161226Holiday_255901005,uri://ed-fi.org/CalendarEventDescriptor#Holiday,12/26/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161227Holiday_255901005,uri://ed-fi.org/CalendarEventDescriptor#Holiday,12/27/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161228Holiday_255901005,uri://ed-fi.org/CalendarEventDescriptor#Holiday,12/28/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161229Holiday_255901005,uri://ed-fi.org/CalendarEventDescriptor#Holiday,12/29/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20161230Holiday_255901005,uri://ed-fi.org/CalendarEventDescriptor#Holiday,12/30/16 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170102Holiday_255901005,uri://ed-fi.org/CalendarEventDescriptor#Holiday,1/2/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170103Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,1/3/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170104Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,1/4/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170105Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,1/5/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170106Weather day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Weather day,1/6/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170109Weather day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Weather day,1/9/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170110Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,1/10/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170111Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,1/11/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170112Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,1/12/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170113Weather day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Weather day,1/13/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170116Weather day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Weather day,1/16/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170117Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,1/17/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170118Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,1/18/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170119Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,1/19/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170120Weather day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Weather day,1/20/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170123Teacher only day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,1/23/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170124Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,1/24/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170125Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,1/25/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170126Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,1/26/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170127Teacher only day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,1/27/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170130Teacher only day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,1/30/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170131Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,1/31/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170201Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,2/1/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170202Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,2/2/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170203Teacher only day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,2/3/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170206Teacher only day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,2/6/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170207Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,2/7/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170208Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,2/8/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170209Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,2/9/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170210Teacher only day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,2/10/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170213Teacher only day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,2/13/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170214Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,2/14/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170215Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,2/15/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170216Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,2/16/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170217Weather day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Weather day,2/17/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170220Weather day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Weather day,2/20/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170221Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,2/21/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170222Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,2/22/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170223Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,2/23/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170224Weather day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Weather day,2/24/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170227Weather day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Weather day,2/27/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170228Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,2/28/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170301Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,3/1/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170302Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,3/2/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170303Weather day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Weather day,3/3/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170306Teacher only day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,3/6/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170307Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,3/7/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170308Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,3/8/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170309Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,3/9/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170310Teacher only day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,3/10/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170313Teacher only day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Teacher only day,3/13/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170314Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,3/14/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170315Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,3/15/17 00:00,,,Calendar Code,,,255901005,2016-2017
CLND_20170316Instructional day_255901005,uri://ed-fi.org/CalendarEventDescriptor#Instructional day,3/16/17 00:00,,,Calendar Code,,,255901005,2016-2017
