LocalCourseCode,LocalCourseTitle,InstructionalTimePlanned,SchoolReference.id,SchoolReference.ref,SchoolReference.SchoolIdentity.SchoolId,SessionReference.id,SessionReference.ref,SessionReference.SessionIdentity.SchoolYear,SessionReference.SessionIdentity.SessionName,SessionReference.SessionIdentity.SchoolReference.id,SessionReference.SessionIdentity.SchoolReference.ref,SessionReference.SessionIdentity.SchoolReference.SchoolIdentity.SchoolId,SessionReference.SessionLookup.SchoolYear,SessionReference.SessionLookup.SessionName,SessionReference.SessionLookup.Term,SessionReference.SessionLookup.SchoolReference.id,SessionReference.SessionLookup.SchoolReference.ref,SessionReference.SessionLookup.SchoolReference.SchoolIdentity.SchoolId,CourseReference.id,CourseReference.ref,CourseReference.CourseIdentity.CourseCode,CourseReference.CourseIdentity.EducationOrganizationReference.id,CourseReference.CourseIdentity.EducationOrganizationReference.ref,CourseReference.CourseIdentity.EducationOrganizationReference.EducationOrganizationIdentity.EducationOrganizationId,CourseReference.CourseLookup.CourseCode,CourseReference.CourseLookup.CourseTitle,CourseReference.CourseLookup.CourseIdentificationCode.AssigningOrganizationIdentificationCode,CourseReference.CourseLookup.CourseIdentificationCode.IdentificationCode,CourseReference.CourseLookup.CourseIdentificationCode.CourseIdentificationSystem
SS-06,,,,,255901005,,,2016-2017,2016 - 2017 Fall Semester,,,255901005,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901005,,,SS-06,,,255901005,SS-06,,,SS-06,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
WRI-04,,,,,255901005,,,2016-2017,2016 - 2017 Fall Semester,,,255901005,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901005,,,WRI-04,,,255901005,WRI-04,,,WRI-04,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
WRI-05,,,,,255901005,,,2016-2017,2016 - 2017 Fall Semester,,,255901005,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901005,,,WRI-05,,,255901005,WRI-05,,,WRI-05,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
WRI-06,,,,,255901005,,,2016-2017,2016 - 2017 Fall Semester,,,255901005,,2016 - 2017 Fall Semester,uri://ed-fi.org/TermDescriptor#Fall Semester,,,255901005,,,WRI-06,,,255901005,WRI-06,,,WRI-06,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
ART-04,,,,,255901005,,,2016-2017,2016 - 2017 Spring Semester,,,255901005,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901005,,,ART-04,,,255901005,ART-04,,,ART-04,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
ART-05,,,,,255901005,,,2016-2017,2016 - 2017 Spring Semester,,,255901005,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901005,,,ART-05,,,255901005,ART-05,,,ART-05,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
ART-06,,,,,255901005,,,2016-2017,2016 - 2017 Spring Semester,,,255901005,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901005,,,ART-06,,,255901005,ART-06,,,ART-06,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
CL-04,,,,,255901005,,,2016-2017,2016 - 2017 Spring Semester,,,255901005,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901005,,,CL-04,,,255901005,CL-04,,,CL-04,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
CL-05,,,,,255901005,,,2016-2017,2016 - 2017 Spring Semester,,,255901005,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901005,,,CL-05,,,255901005,CL-05,,,CL-05,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
CL-06,,,,,255901005,,,2016-2017,2016 - 2017 Spring Semester,,,255901005,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901005,,,CL-06,,,255901005,CL-06,,,CL-06,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
MATH-04,,,,,255901005,,,2016-2017,2016 - 2017 Spring Semester,,,255901005,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901005,,,MATH-04,,,255901005,MATH-04,,,MATH-04,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
MATH-05,,,,,255901005,,,2016-2017,2016 - 2017 Spring Semester,,,255901005,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901005,,,MATH-05,,,255901005,MATH-05,,,MATH-05,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
MATH-06,,,,,255901005,,,2016-2017,2016 - 2017 Spring Semester,,,255901005,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901005,,,MATH-06,,,255901005,MATH-06,,,MATH-06,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
MUS-04,,,,,255901005,,,2016-2017,2016 - 2017 Spring Semester,,,255901005,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901005,,,MUS-04,,,255901005,MUS-04,,,MUS-04,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
MUS-05,,,,,255901005,,,2016-2017,2016 - 2017 Spring Semester,,,255901005,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901005,,,MUS-05,,,255901005,MUS-05,,,MUS-05,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
MUS-06,,,,,255901005,,,2016-2017,2016 - 2017 Spring Semester,,,255901005,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901005,,,MUS-06,,,255901005,MUS-06,,,MUS-06,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
PE-04,,,,,255901005,,,2016-2017,2016 - 2017 Spring Semester,,,255901005,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901005,,,PE-04,,,255901005,PE-04,,,PE-04,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
PE-05,,,,,255901005,,,2016-2017,2016 - 2017 Spring Semester,,,255901005,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901005,,,PE-05,,,255901005,PE-05,,,PE-05,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
PE-06,,,,,255901005,,,2016-2017,2016 - 2017 Spring Semester,,,255901005,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901005,,,PE-06,,,255901005,PE-06,,,PE-06,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
READ-04,,,,,255901005,,,2016-2017,2016 - 2017 Spring Semester,,,255901005,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901005,,,READ-04,,,255901005,READ-04,,,READ-04,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
READ-05,,,,,255901005,,,2016-2017,2016 - 2017 Spring Semester,,,255901005,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901005,,,READ-05,,,255901005,READ-05,,,READ-05,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
READ-06,,,,,255901005,,,2016-2017,2016 - 2017 Spring Semester,,,255901005,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901005,,,READ-06,,,255901005,READ-06,,,READ-06,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
SCI-04,,,,,255901005,,,2016-2017,2016 - 2017 Spring Semester,,,255901005,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901005,,,SCI-04,,,255901005,SCI-04,,,SCI-04,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
SCI-05,,,,,255901005,,,2016-2017,2016 - 2017 Spring Semester,,,255901005,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901005,,,SCI-05,,,255901005,SCI-05,,,SCI-05,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
SCI-06,,,,,255901005,,,2016-2017,2016 - 2017 Spring Semester,,,255901005,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901005,,,SCI-06,,,255901005,SCI-06,,,SCI-06,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
SS-04,,,,,255901005,,,2016-2017,2016 - 2017 Spring Semester,,,255901005,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901005,,,SS-04,,,255901005,SS-04,,,SS-04,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
SS-05,,,,,255901005,,,2016-2017,2016 - 2017 Spring Semester,,,255901005,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901005,,,SS-05,,,255901005,SS-05,,,SS-05,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
SS-06,,,,,255901005,,,2016-2017,2016 - 2017 Spring Semester,,,255901005,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901005,,,SS-06,,,255901005,SS-06,,,SS-06,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
WRI-04,,,,,255901005,,,2016-2017,2016 - 2017 Spring Semester,,,255901005,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901005,,,WRI-04,,,255901005,WRI-04,,,WRI-04,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
WRI-05,,,,,255901005,,,2016-2017,2016 - 2017 Spring Semester,,,255901005,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901005,,,WRI-05,,,255901005,WRI-05,,,WRI-05,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
WRI-06,,,,,255901005,,,2016-2017,2016 - 2017 Spring Semester,,,255901005,,2016 - 2017 Spring Semester,uri://ed-fi.org/TermDescriptor#Spring Semester,,,255901005,,,WRI-06,,,255901005,WRI-06,,,WRI-06,uri://ed-fi.org/CourseIdentificationSystemDescriptor#LEA course code
